minute_of_day,sex,age_group,tier_code,tier_label,weighted_minutes,share
255,female,55-64,01,Personal care (incl. sleep),106570896973,0.921898
255,female,55-64,02,Household activities,1322158762,0.011437
255,female,55-64,04,Caring for and helping nonhousehold members,732660360,0.006338
255,female,55-64,05,Work and work-related activities,1395244360,0.01207
255,female,55-64,11,Eating and drinking,392989288,0.0034
255,female,55-64,12,"Socializing, relaxing, and leisure",2223041974,0.019231
255,female,55-64,13,"Sports, exercise, and recreation",480607307,0.004158
255,female,55-64,14,Religious and spiritual activities,361301908,0.003125
255,female,55-64,15,Volunteer activities,429117136,0.003712
255,female,55-64,16,Telephone calls,171447257,0.001483
255,female,55-64,18,Traveling,1519974293,0.013149
255,female,65+,01,Personal care (incl. sleep),168277787433,0.942516
255,female,65+,02,Household activities,2265980842,0.012692
255,female,65+,03,Caring for and helping household members,49502923,0.000277
255,female,65+,04,Caring for and helping nonhousehold members,13689900,0.000077
255,female,65+,05,Work and work-related activities,472672213,0.002647
255,female,65+,07,Consumer purchases,75562663,0.000423
255,female,65+,08,Professional and personal care services,72460020,0.000406
255,female,65+,11,Eating and drinking,1819230367,0.010189
255,female,65+,12,"Socializing, relaxing, and leisure",3703040309,0.020741
255,female,65+,13,"Sports, exercise, and recreation",218751019,0.001225
255,female,65+,14,Religious and spiritual activities,581224963,0.003255
255,female,65+,16,Telephone calls,211979790,0.001187
255,female,65+,18,Traveling,546021382,0.003058
255,female,65+,50,Insufficient detail,233079751,0.001305
270,male,15-24,01,Personal care (incl. sleep),113423620162,0.943573
270,male,15-24,02,Household activities,415824926,0.003459
270,male,15-24,05,Work and work-related activities,1998157938,0.016623
270,male,15-24,11,Eating and drinking,189858693,0.001579
270,male,15-24,12,"Socializing, relaxing, and leisure",2337395644,0.019445
270,male,15-24,13,"Sports, exercise, and recreation",1517425336,0.012623
270,male,15-24,18,Traveling,324182385,0.002697
270,male,25-34,01,Personal care (incl. sleep),111010944213,0.914205
270,male,25-34,02,Household activities,569236262,0.004688
270,male,25-34,03,Caring for and helping household members,354813425,0.002922
270,male,25-34,05,Work and work-related activities,3045073177,0.025077
270,male,25-34,07,Consumer purchases,102494611,0.000844
270,male,25-34,11,Eating and drinking,16806422,0.000138
270,male,25-34,12,"Socializing, relaxing, and leisure",3592969189,0.029589
270,male,25-34,13,"Sports, exercise, and recreation",1038697201,0.008554
270,male,25-34,18,Traveling,1393851042,0.011479
270,male,25-34,50,Insufficient detail,304073181,0.002504
270,male,35-44,01,Personal care (incl. sleep),111099296103,0.921829
270,male,35-44,02,Household activities,1657747834,0.013755
270,male,35-44,04,Caring for and helping nonhousehold members,202971640,0.001684
270,male,35-44,05,Work and work-related activities,5442977585,0.045162
270,male,35-44,06,Education,236805382,0.001965
270,male,35-44,11,Eating and drinking,70085897,0.000582
270,male,35-44,12,"Socializing, relaxing, and leisure",731822784,0.006072
270,male,35-44,13,"Sports, exercise, and recreation",240970533,0.001999
270,male,35-44,14,Religious and spiritual activities,130680839,0.001084
270,male,35-44,18,Traveling,542474783,0.004501
270,male,35-44,50,Insufficient detail,164616243,0.001366
270,male,45-54,01,Personal care (incl. sleep),97288941802,0.893096
270,male,45-54,02,Household activities,1511984785,0.01388
270,male,45-54,05,Work and work-related activities,4184975890,0.038417
270,male,45-54,12,"Socializing, relaxing, and leisure",3267245973,0.029993
270,male,45-54,13,"Sports, exercise, and recreation",343326526,0.003152
270,male,45-54,18,Traveling,1611981531,0.014798
270,male,45-54,50,Insufficient detail,726035396,0.006665
270,male,55-64,01,Personal care (incl. sleep),95653408552,0.864144
270,male,55-64,02,Household activities,1871472099,0.016907
270,male,55-64,05,Work and work-related activities,4412202563,0.03986
270,male,55-64,11,Eating and drinking,1459461434,0.013185
270,male,55-64,12,"Socializing, relaxing, and leisure",3939741508,0.035592
270,male,55-64,13,"Sports, exercise, and recreation",348120867,0.003145
270,male,55-64,14,Religious and spiritual activities,302610932,0.002734
270,male,55-64,18,Traveling,2151610318,0.019438
270,male,55-64,50,Insufficient detail,552829965,0.004994
270,male,65+,01,Personal care (incl. sleep),137699631658,0.921442
270,male,65+,02,Household activities,1804366434,0.012074
270,male,65+,05,Work and work-related activities,606311329,0.004057
270,male,65+,11,Eating and drinking,1536148927,0.010279
270,male,65+,12,"Socializing, relaxing, and leisure",4970355962,0.03326
270,male,65+,13,"Sports, exercise, and recreation",705863919,0.004723
270,male,65+,14,Religious and spiritual activities,434369144,0.002907
270,male,65+,15,Volunteer activities,282004462,0.001887
270,male,65+,18,Traveling,1193210182,0.007985
270,male,65+,50,Insufficient detail,207016313,0.001385
270,female,15-24,01,Personal care (incl. sleep),111939132403,0.952035
270,female,15-24,02,Household activities,226496761,0.001926
270,female,15-24,05,Work and work-related activities,1151923392,0.009797
270,female,15-24,12,"Socializing, relaxing, and leisure",2555264164,0.021732
270,female,15-24,13,"Sports, exercise, and recreation",393367577,0.003346
270,female,15-24,18,Traveling,1312621267,0.011164
270,female,25-34,01,Personal care (incl. sleep),113009641064,0.922717
270,female,25-34,02,Household activities,1001432672,0.008177
270,female,25-34,03,Caring for and helping household members,1544752338,0.012613
270,female,25-34,04,Caring for and helping nonhousehold members,28937049,0.000236
270,female,25-34,05,Work and work-related activities,1624120702,0.013261
270,female,25-34,11,Eating and drinking,431617200,0.003524
270,female,25-34,12,"Socializing, relaxing, and leisure",2608597398,0.021299
270,female,25-34,13,"Sports, exercise, and recreation",384520891,0.00314
270,female,25-34,18,Traveling,1456091007,0.011889
270,female,25-34,50,Insufficient detail,385156582,0.003145
270,female,35-44,01,Personal care (incl. sleep),115683168487,0.94798
270,female,35-44,02,Household activities,1399224973,0.011466
270,female,35-44,03,Caring for and helping household members,788993283,0.006466
270,female,35-44,05,Work and work-related activities,1854644959,0.015198
270,female,35-44,11,Eating and drinking,463504457,0.003798
270,female,35-44,12,"Socializing, relaxing, and leisure",652679277,0.005348
270,female,35-44,13,"Sports, exercise, and recreation",489850639,0.004014
270,female,35-44,18,Traveling,596911593,0.004891
270,female,35-44,50,Insufficient detail,102246539,0.000838
270,female,45-54,01,Personal care (incl. sleep),106013061017,0.956424
270,female,45-54,02,Household activities,839930825,0.007578
270,female,45-54,03,Caring for and helping household members,379767578,0.003426
270,female,45-54,05,Work and work-related activities,1626573179,0.014675
270,female,45-54,06,Education,242347596,0.002186
270,female,45-54,11,Eating and drinking,342464149,0.00309
270,female,45-54,12,"Socializing, relaxing, and leisure",852086944,0.007687
270,female,45-54,14,Religious and spiritual activities,70731163,0.000638
270,female,45-54,18,Traveling,476149525,0.004296
270,female,55-64,01,Personal care (incl. sleep),104646322665,0.905249
270,female,55-64,02,Household activities,1745283509,0.015098
270,female,55-64,03,Caring for and helping household members,13223421,0.000114
270,female,55-64,04,Caring for and helping nonhousehold members,934235896,0.008082
270,female,55-64,05,Work and work-related activities,2144883434,0.018554
270,female,55-64,11,Eating and drinking,724070128,0.006264
270,female,55-64,12,"Socializing, relaxing, and leisure",2982353199,0.025799
270,female,55-64,13,"Sports, exercise, and recreation",331680939,0.002869
270,female,55-64,15,Volunteer activities,429117136,0.003712
270,female,55-64,16,Telephone calls,171447257,0.001483
270,female,55-64,18,Traveling,1476822036,0.012775
270,female,65+,01,Personal care (incl. sleep),167644484393,0.938969
270,female,65+,02,Household activities,1830001813,0.01025
270,female,65+,05,Work and work-related activities,526863609,0.002951
270,female,65+,07,Consumer purchases,75562663,0.000423
270,female,65+,08,Professional and personal care services,72460020,0.000406
270,female,65+,11,Eating and drinking,2050061982,0.011482
270,female,65+,12,"Socializing, relaxing, and leisure",4354947658,0.024392
270,female,65+,13,"Sports, exercise, and recreation",328183759,0.001838
270,female,65+,14,Religious and spiritual activities,566744488,0.003174
270,female,65+,16,Telephone calls,256133612,0.001435
270,female,65+,18,Traveling,755361118,0.004231
270,female,65+,50,Insufficient detail,80178460,0.000449
285,male,15-24,01,Personal care (incl. sleep),112787055884,0.938278
285,male,15-24,02,Household activities,415824926,0.003459
285,male,15-24,05,Work and work-related activities,1998157938,0.016623
285,male,15-24,12,"Socializing, relaxing, and leisure",2400681875,0.019971
285,male,15-24,13,"Sports, exercise, and recreation",2068373983,0.017207
285,male,15-24,18,Traveling,536370477,0.004462
285,male,25-34,01,Personal care (incl. sleep),110196556064,0.907498
285,male,25-34,02,Household activities,569236262,0.004688
285,male,25-34,03,Caring for and helping household members,354813425,0.002922
285,male,25-34,05,Work and work-related activities,3195766583,0.026318
285,male,25-34,11,Eating and drinking,142563445,0.001174
285,male,25-34,12,"Socializing, relaxing, and leisure",3744226989,0.030835
285,male,25-34,13,"Sports, exercise, and recreation",1038697201,0.008554
285,male,25-34,18,Traveling,1962694160,0.016163
285,male,25-34,50,Insufficient detail,224404594,0.001848
285,male,35-44,01,Personal care (incl. sleep),110523240348,0.91705
285,male,35-44,02,Household activities,2031031822,0.016852
285,male,35-44,04,Caring for and helping nonhousehold members,202971640,0.001684
285,male,35-44,05,Work and work-related activities,5533728665,0.045915
285,male,35-44,06,Education,236805382,0.001965
285,male,35-44,12,"Socializing, relaxing, and leisure",731822784,0.006072
285,male,35-44,13,"Sports, exercise, and recreation",240970533,0.001999
285,male,35-44,14,Religious and spiritual activities,130680839,0.001084
285,male,35-44,18,Traveling,889197609,0.007378
285,male,45-54,01,Personal care (incl. sleep),96182954747,0.882943
285,male,45-54,02,Household activities,1683841529,0.015457
285,male,45-54,03,Caring for and helping household members,112407669,0.001032
285,male,45-54,05,Work and work-related activities,5084200228,0.046672
285,male,45-54,11,Eating and drinking,599437635,0.005503
285,male,45-54,12,"Socializing, relaxing, and leisure",2777514673,0.025497
285,male,45-54,13,"Sports, exercise, and recreation",343326526,0.003152
285,male,45-54,18,Traveling,1788215112,0.016416
285,male,45-54,50,Insufficient detail,362593785,0.003329
285,male,55-64,01,Personal care (incl. sleep),95246871453,0.860472
285,male,55-64,02,Household activities,903171162,0.008159
285,male,55-64,05,Work and work-related activities,5194955909,0.046932
285,male,55-64,11,Eating and drinking,1826730301,0.016503
285,male,55-64,12,"Socializing, relaxing, and leisure",4226112932,0.038179
285,male,55-64,13,"Sports, exercise, and recreation",348120867,0.003145
285,male,55-64,14,Religious and spiritual activities,227553228,0.002056
285,male,55-64,18,Traveling,2165112421,0.01956
285,male,55-64,50,Insufficient detail,552829965,0.004994
285,male,65+,01,Personal care (incl. sleep),137164719811,0.917863
285,male,65+,02,Household activities,1224308690,0.008193
285,male,65+,04,Caring for and helping nonhousehold members,195326623,0.001307
285,male,65+,05,Work and work-related activities,694057518,0.004644
285,male,65+,11,Eating and drinking,1790559619,0.011982
285,male,65+,12,"Socializing, relaxing, and leisure",5596275792,0.037448
285,male,65+,13,"Sports, exercise, and recreation",826126320,0.005528
285,male,65+,14,Religious and spiritual activities,556950940,0.003727
285,male,65+,15,Volunteer activities,76267626,0.00051
285,male,65+,18,Traveling,875272226,0.005857
285,male,65+,50,Insufficient detail,439413164,0.00294
285,female,15-24,01,Personal care (incl. sleep),111950532870,0.952132
285,female,15-24,02,Household activities,226496761,0.001926
285,female,15-24,05,Work and work-related activities,2177299633,0.018518
285,female,15-24,12,"Socializing, relaxing, and leisure",2555264164,0.021732
285,female,15-24,13,"Sports, exercise, and recreation",267573497,0.002276
285,female,15-24,14,Religious and spiritual activities,114393614,0.000973
285,female,15-24,18,Traveling,287245026,0.002443
285,female,25-34,01,Personal care (incl. sleep),113091996191,0.923389
285,female,25-34,02,Household activities,1164622217,0.009509
285,female,25-34,03,Caring for and helping household members,1349122182,0.011016
285,female,25-34,05,Work and work-related activities,1839992758,0.015023
285,female,25-34,11,Eating and drinking,199602487,0.00163
285,female,25-34,12,"Socializing, relaxing, and leisure",2608597398,0.021299
285,female,25-34,13,"Sports, exercise, and recreation",704574343,0.005753
285,female,25-34,18,Traveling,1131202743,0.009236
285,female,25-34,50,Insufficient detail,385156582,0.003145
285,female,35-44,01,Personal care (incl. sleep),115359998140,0.945332
