minute_of_day,diary_minute,tier_code,tier_label,weighted_minutes,share
186,1386,05,Work and work-related activities,842903156,0.008439
186,1386,06,Education,29088199,0.000291
186,1386,07,Consumer purchases,3900767,0.000039
186,1386,08,Professional and personal care services,23470489,0.000235
186,1386,11,Eating and drinking,165392705,0.001656
186,1386,12,"Socializing, relaxing, and leisure",1554071739,0.015558
186,1386,13,"Sports, exercise, and recreation",14396110,0.000144
186,1386,14,Religious and spiritual activities,74036263,0.000741
186,1386,15,Volunteer activities,7824193,0.000078
186,1386,16,Telephone calls,116271355,0.001164
186,1386,18,Traveling,158691696,0.001589
186,1386,50,Insufficient detail,127116846,0.001273
187,1387,01,Personal care (incl. sleep),96317304894,0.964273
187,1387,02,Household activities,315274179,0.003156
187,1387,03,Caring for and helping household members,141756350,0.001419
187,1387,05,Work and work-related activities,842903156,0.008439
187,1387,06,Education,29088199,0.000291
187,1387,07,Consumer purchases,3900767,0.000039
187,1387,08,Professional and personal care services,23470489,0.000235
187,1387,11,Eating and drinking,165392705,0.001656
187,1387,12,"Socializing, relaxing, and leisure",1554071739,0.015558
187,1387,13,"Sports, exercise, and recreation",14396110,0.000144
187,1387,14,Religious and spiritual activities,74036263,0.000741
187,1387,15,Volunteer activities,7824193,0.000078
187,1387,16,Telephone calls,116271355,0.001164
187,1387,18,Traveling,153161671,0.001533
187,1387,50,Insufficient detail,127116846,0.001273
188,1388,01,Personal care (incl. sleep),96317304894,0.964273
188,1388,02,Household activities,315274179,0.003156
188,1388,03,Caring for and helping household members,141756350,0.001419
188,1388,05,Work and work-related activities,842903156,0.008439
188,1388,06,Education,29088199,0.000291
188,1388,07,Consumer purchases,3900767,0.000039
188,1388,08,Professional and personal care services,23470489,0.000235
188,1388,11,Eating and drinking,165392705,0.001656
188,1388,12,"Socializing, relaxing, and leisure",1554071739,0.015558
188,1388,13,"Sports, exercise, and recreation",14396110,0.000144
188,1388,14,Religious and spiritual activities,74036263,0.000741
188,1388,15,Volunteer activities,7824193,0.000078
188,1388,16,Telephone calls,116271355,0.001164
188,1388,18,Traveling,153161671,0.001533
188,1388,50,Insufficient detail,127116846,0.001273
189,1389,01,Personal care (incl. sleep),96317304894,0.964273
189,1389,02,Household activities,315274179,0.003156
189,1389,03,Caring for and helping household members,141756350,0.001419
189,1389,05,Work and work-related activities,842903156,0.008439
189,1389,06,Education,29088199,0.000291
189,1389,07,Consumer purchases,3900767,0.000039
189,1389,08,Professional and personal care services,23470489,0.000235
189,1389,11,Eating and drinking,165392705,0.001656
189,1389,12,"Socializing, relaxing, and leisure",1554071739,0.015558
189,1389,13,"Sports, exercise, and recreation",14396110,0.000144
189,1389,14,Religious and spiritual activities,74036263,0.000741
189,1389,15,Volunteer activities,7824193,0.000078
189,1389,16,Telephone calls,116271355,0.001164
189,1389,18,Traveling,153161671,0.001533
189,1389,50,Insufficient detail,127116846,0.001273
190,1390,01,Personal care (incl. sleep),96372286545,0.964823
190,1390,02,Household activities,302735813,0.003031
190,1390,03,Caring for and helping household members,141756350,0.001419
190,1390,05,Work and work-related activities,902791877,0.009038
190,1390,06,Education,29088199,0.000291
190,1390,07,Consumer purchases,3900767,0.000039
190,1390,08,Professional and personal care services,23470489,0.000235
190,1390,11,Eating and drinking,141109702,0.001413
190,1390,12,"Socializing, relaxing, and leisure",1531452791,0.015332
190,1390,13,"Sports, exercise, and recreation",14396110,0.000144
190,1390,14,Religious and spiritual activities,74036263,0.000741
190,1390,15,Volunteer activities,7824193,0.000078
190,1390,16,Telephone calls,94305859,0.000944
190,1390,18,Traveling,119697111,0.001198
190,1390,50,Insufficient detail,127116846,0.001273
191,1391,01,Personal care (incl. sleep),96372286545,0.964823
191,1391,02,Household activities,302735813,0.003031
191,1391,03,Caring for and helping household members,141756350,0.001419
191,1391,05,Work and work-related activities,902791877,0.009038
191,1391,06,Education,29088199,0.000291
191,1391,07,Consumer purchases,3900767,0.000039
191,1391,08,Professional and personal care services,23470489,0.000235
191,1391,11,Eating and drinking,141109702,0.001413
191,1391,12,"Socializing, relaxing, and leisure",1531452791,0.015332
191,1391,13,"Sports, exercise, and recreation",14396110,0.000144
191,1391,14,Religious and spiritual activities,74036263,0.000741
191,1391,15,Volunteer activities,7824193,0.000078
191,1391,16,Telephone calls,94305859,0.000944
191,1391,18,Traveling,119697111,0.001198
191,1391,50,Insufficient detail,127116846,0.001273
192,1392,01,Personal care (incl. sleep),96382167385,0.964922
192,1392,02,Household activities,302735813,0.003031
192,1392,03,Caring for and helping household members,141756350,0.001419
192,1392,05,Work and work-related activities,902791877,0.009038
192,1392,06,Education,29088199,0.000291
192,1392,07,Consumer purchases,3900767,0.000039
192,1392,08,Professional and personal care services,23470489,0.000235
192,1392,11,Eating and drinking,131228863,0.001314
192,1392,12,"Socializing, relaxing, and leisure",1531452791,0.015332
192,1392,13,"Sports, exercise, and recreation",14396110,0.000144
192,1392,14,Religious and spiritual activities,74036263,0.000741
192,1392,15,Volunteer activities,7824193,0.000078
192,1392,16,Telephone calls,94305859,0.000944
192,1392,18,Traveling,119697111,0.001198
192,1392,50,Insufficient detail,127116846,0.001273
193,1393,01,Personal care (incl. sleep),96354746643,0.964647
193,1393,02,Household activities,302735813,0.003031
193,1393,03,Caring for and helping household members,141756350,0.001419
193,1393,05,Work and work-related activities,895556009,0.008966
193,1393,06,Education,29088199,0.000291
193,1393,07,Consumer purchases,3900767,0.000039
193,1393,08,Professional and personal care services,23470489,0.000235
193,1393,11,Eating and drinking,158649605,0.001588
193,1393,12,"Socializing, relaxing, and leisure",1531452791,0.015332
193,1393,13,"Sports, exercise, and recreation",14396110,0.000144
193,1393,14,Religious and spiritual activities,74036263,0.000741
193,1393,15,Volunteer activities,7824193,0.000078
193,1393,16,Telephone calls,94305859,0.000944
193,1393,18,Traveling,126932979,0.001271
193,1393,50,Insufficient detail,127116846,0.001273
194,1394,01,Personal care (incl. sleep),96354746643,0.964647
194,1394,02,Household activities,302735813,0.003031
194,1394,03,Caring for and helping household members,141756350,0.001419
194,1394,05,Work and work-related activities,895556009,0.008966
194,1394,06,Education,29088199,0.000291
194,1394,07,Consumer purchases,3900767,0.000039
194,1394,08,Professional and personal care services,23470489,0.000235
194,1394,11,Eating and drinking,158649605,0.001588
194,1394,12,"Socializing, relaxing, and leisure",1531452791,0.015332
194,1394,13,"Sports, exercise, and recreation",14396110,0.000144
194,1394,14,Religious and spiritual activities,74036263,0.000741
194,1394,15,Volunteer activities,7824193,0.000078
194,1394,16,Telephone calls,94305859,0.000944
194,1394,18,Traveling,126932979,0.001271
194,1394,50,Insufficient detail,127116846,0.001273
195,1395,01,Personal care (incl. sleep),96365689299,0.964757
195,1395,02,Household activities,250439098,0.002507
195,1395,03,Caring for and helping household members,116200204,0.001163
195,1395,05,Work and work-related activities,912131662,0.009132
195,1395,06,Education,29088199,0.000291
195,1395,07,Consumer purchases,3900767,0.000039
195,1395,08,Professional and personal care services,23470489,0.000235
195,1395,11,Eating and drinking,215987152,0.002162
195,1395,12,"Socializing, relaxing, and leisure",1507489212,0.015092
195,1395,13,"Sports, exercise, and recreation",10278579,0.000103
195,1395,14,Religious and spiritual activities,57985658,0.000581
195,1395,15,Volunteer activities,7824193,0.000078
195,1395,16,Telephone calls,94305859,0.000944
195,1395,18,Traveling,164061699,0.001642
195,1395,50,Insufficient detail,127116846,0.001273
196,1396,01,Personal care (incl. sleep),96365689299,0.964757
196,1396,02,Household activities,243622663,0.002439
196,1396,03,Caring for and helping household members,116200204,0.001163
196,1396,05,Work and work-related activities,912131662,0.009132
196,1396,06,Education,29088199,0.000291
196,1396,07,Consumer purchases,3900767,0.000039
196,1396,08,Professional and personal care services,23470489,0.000235
196,1396,11,Eating and drinking,215987152,0.002162
196,1396,12,"Socializing, relaxing, and leisure",1507489212,0.015092
196,1396,13,"Sports, exercise, and recreation",10278579,0.000103
196,1396,14,Religious and spiritual activities,57985658,0.000581
196,1396,15,Volunteer activities,7824193,0.000078
196,1396,16,Telephone calls,94305859,0.000944
196,1396,18,Traveling,170878135,0.001711
196,1396,50,Insufficient detail,127116846,0.001273
197,1397,01,Personal care (incl. sleep),96365689299,0.964757
197,1397,02,Household activities,243622663,0.002439
197,1397,03,Caring for and helping household members,116200204,0.001163
197,1397,05,Work and work-related activities,912131662,0.009132
197,1397,06,Education,29088199,0.000291
197,1397,07,Consumer purchases,3900767,0.000039
197,1397,08,Professional and personal care services,23470489,0.000235
197,1397,11,Eating and drinking,215987152,0.002162
197,1397,12,"Socializing, relaxing, and leisure",1507489212,0.015092
197,1397,13,"Sports, exercise, and recreation",10278579,0.000103
197,1397,14,Religious and spiritual activities,57985658,0.000581
197,1397,15,Volunteer activities,7824193,0.000078
197,1397,16,Telephone calls,94305859,0.000944
197,1397,18,Traveling,170878135,0.001711
197,1397,50,Insufficient detail,127116846,0.001273
198,1398,01,Personal care (incl. sleep),96372083281,0.964821
198,1398,02,Household activities,243622663,0.002439
198,1398,03,Caring for and helping household members,116200204,0.001163
198,1398,05,Work and work-related activities,912131662,0.009132
198,1398,06,Education,29088199,0.000291
198,1398,07,Consumer purchases,3900767,0.000039
198,1398,08,Professional and personal care services,23470489,0.000235
198,1398,11,Eating and drinking,215987152,0.002162
198,1398,12,"Socializing, relaxing, and leisure",1507489212,0.015092
198,1398,13,"Sports, exercise, and recreation",10278579,0.000103
198,1398,14,Religious and spiritual activities,57985658,0.000581
198,1398,15,Volunteer activities,7824193,0.000078
198,1398,16,Telephone calls,94305859,0.000944
198,1398,18,Traveling,164484152,0.001647
198,1398,50,Insufficient detail,127116846,0.001273
199,1399,01,Personal care (incl. sleep),96365689299,0.964757
199,1399,02,Household activities,243622663,0.002439
199,1399,03,Caring for and helping household members,116200204,0.001163
199,1399,05,Work and work-related activities,912131662,0.009132
199,1399,06,Education,29088199,0.000291
199,1399,07,Consumer purchases,3900767,0.000039
199,1399,08,Professional and personal care services,23470489,0.000235
199,1399,11,Eating and drinking,215987152,0.002162
199,1399,12,"Socializing, relaxing, and leisure",1513883195,0.015156
199,1399,13,"Sports, exercise, and recreation",10278579,0.000103
199,1399,14,Religious and spiritual activities,57985658,0.000581
199,1399,15,Volunteer activities,7824193,0.000078
199,1399,16,Telephone calls,94305859,0.000944
199,1399,18,Traveling,164484152,0.001647
199,1399,50,Insufficient detail,127116846,0.001273
200,1400,01,Personal care (incl. sleep),96454752734,0.965649
200,1400,02,Household activities,211037886,0.002113
200,1400,03,Caring for and helping household members,85587965,0.000857
200,1400,05,Work and work-related activities,903874284,0.009049
200,1400,06,Education,29088199,0.000291
200,1400,07,Consumer purchases,3900767,0.000039
200,1400,08,Professional and personal care services,23470489,0.000235
200,1400,11,Eating and drinking,211651690,0.002119
200,1400,12,"Socializing, relaxing, and leisure",1500609614,0.015023
200,1400,13,"Sports, exercise, and recreation",10278579,0.000103
200,1400,14,Religious and spiritual activities,57985658,0.000581
200,1400,15,Volunteer activities,7824193,0.000078
200,1400,16,Telephone calls,94305859,0.000944
200,1400,18,Traveling,160143577,0.001603
200,1400,50,Insufficient detail,131457421,0.001316
201,1401,01,Personal care (incl. sleep),96445797664,0.965559
201,1401,02,Household activities,219992956,0.002202
201,1401,03,Caring for and helping household members,85587965,0.000857
201,1401,05,Work and work-related activities,903874284,0.009049
201,1401,06,Education,29088199,0.000291
201,1401,07,Consumer purchases,3900767,0.000039
201,1401,08,Professional and personal care services,23470489,0.000235
201,1401,11,Eating and drinking,211651690,0.002119
201,1401,12,"Socializing, relaxing, and leisure",1500609614,0.015023
201,1401,13,"Sports, exercise, and recreation",10278579,0.000103
201,1401,14,Religious and spiritual activities,57985658,0.000581
201,1401,15,Volunteer activities,7824193,0.000078
201,1401,16,Telephone calls,94305859,0.000944
201,1401,18,Traveling,160143577,0.001603
201,1401,50,Insufficient detail,131457421,0.001316
202,1402,01,Personal care (incl. sleep),96445797664,0.965559
202,1402,02,Household activities,212291906,0.002125
202,1402,03,Caring for and helping household members,85587965,0.000857
